AssemblyAccession	Taxid	SpeciesTaxid	Organism	AssemblyStatus	RefSeq_category	FtpPath_GenBank	FtpPath_RefSeq	FtpPath_Assembly_rpt
GCF_003410315.1	639310	639310	Olleya aquimaris (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/410/315/GCA_003410315.1_ASM341031v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/410/315/GCF_003410315.1_ASM341031v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/410/315/GCF_003410315.1_ASM341031v1/GCF_003410315.1_ASM341031v1_assembly_report.txt
GCF_003403075.1	2294119	2294119	Flavobacterium sp. CJ74 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/403/075/GCA_003403075.1_ASM340307v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/403/075/GCF_003403075.1_ASM340307v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/403/075/GCF_003403075.1_ASM340307v1/GCF_003403075.1_ASM340307v1_assembly_report.txt
GCF_003391295.1	336810	336810	Candidatus Sulcia muelleri (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/391/295/GCA_003391295.1_ASM339129v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/391/295/GCF_003391295.1_ASM339129v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/391/295/GCF_003391295.1_ASM339129v1/GCF_003391295.1_ASM339129v1_assembly_report.txt
GCF_003352465.1	2282170	2282170	Kordia sp. SMS9 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/352/465/GCA_003352465.1_ASM335246v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/352/465/GCF_003352465.1_ASM335246v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/352/465/GCF_003352465.1_ASM335246v1/GCF_003352465.1_ASM335246v1_assembly_report.txt
GCF_003351905.1	650378	650378	Cardinium endosymbiont of Sogatella furcifera (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/351/905/GCA_003351905.1_ASM335190v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/351/905/GCF_003351905.1_ASM335190v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/351/905/GCF_003351905.1_ASM335190v1/GCF_003351905.1_ASM335190v1_assembly_report.txt
GCF_003344925.1	1784713	1784713	Flavobacterium arcticum (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/344/925/GCA_003344925.1_ASM334492v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/344/925/GCF_003344925.1_ASM334492v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/344/925/GCF_003344925.1_ASM334492v1/GCF_003344925.1_ASM334492v1_assembly_report.txt
GCF_003325355.1	2259595	2259595	Runella rosea (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/325/355/GCA_003325355.1_ASM332535v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/325/355/GCF_003325355.1_ASM332535v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/325/355/GCF_003325355.1_ASM332535v1/GCF_003325355.1_ASM332535v1_assembly_report.txt
GCF_003312915.1	2249356	2249356	Flavobacterium fluviale (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/312/915/GCA_003312915.1_ASM331291v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/312/915/GCF_003312915.1_ASM331291v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/312/915/GCF_003312915.1_ASM331291v1/GCF_003312915.1_ASM331291v1_assembly_report.txt
GCF_003290325.1	146919	146919	Salinibacter ruber (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/290/325/GCA_003290325.1_ASM329032v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/290/325/GCF_003290325.1_ASM329032v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/290/325/GCF_003290325.1_ASM329032v1/GCF_003290325.1_ASM329032v1_assembly_report.txt
GCF_003269425.1	1383885	1383885	Muricauda aurantiaca (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/269/425/GCA_003269425.1_ASM326942v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/269/425/GCF_003269425.1_ASM326942v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/269/425/GCF_003269425.1_ASM326942v1/GCF_003269425.1_ASM326942v1_assembly_report.txt
GCF_003268615.1	164516	164516	Blattabacterium clevelandi (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/268/615/GCA_003268615.1_ASM326861v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/268/615/GCF_003268615.1_ASM326861v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/268/615/GCF_003268615.1_ASM326861v1/GCF_003268615.1_ASM326861v1_assembly_report.txt
GCF_003265025.1	28131	28131	Prevotella intermedia (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/265/025/GCA_003265025.1_ASM326502v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/265/025/GCF_003265025.1_ASM326502v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/265/025/GCF_003265025.1_ASM326502v1/GCF_003265025.1_ASM326502v1_assembly_report.txt
GCF_003260975.1	1795355	1795355	Echinicola strongylocentroti (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/260/975/GCA_003260975.1_ASM326097v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/260/975/GCF_003260975.1_ASM326097v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/260/975/GCF_003260975.1_ASM326097v1/GCF_003260975.1_ASM326097v1_assembly_report.txt
GCF_900476255.1	393921	393921	Porphyromonas crevioricanis (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/476/255/GCA_900476255.1_53750_A02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/255/GCF_900476255.1_53750_A02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/255/GCF_900476255.1_53750_A02/GCF_900476255.1_53750_A02_assembly_report.txt
GCF_900475375.1	238	238	Elizabethkingia meningoseptica (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/375/GCA_900475375.1_42685_B01	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/375/GCF_900475375.1_42685_B01	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/375/GCF_900475375.1_42685_B01/GCF_900475375.1_42685_B01_assembly_report.txt
GCF_003258705.1	1784714	1784714	Arcticibacterium luteifluviistationis (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/258/705/GCA_003258705.1_ASM325870v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/258/705/GCF_003258705.1_ASM325870v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/258/705/GCF_003258705.1_ASM325870v1/GCF_003258705.1_ASM325870v1_assembly_report.txt
GCF_003226875.1	164514	164514	Blattabacterium punctulatus (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/226/875/GCA_003226875.1_ASM322687v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/226/875/GCF_003226875.1_ASM322687v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/226/875/GCF_003226875.1_ASM322687v1/GCF_003226875.1_ASM322687v1_assembly_report.txt
GCF_003226855.1	298656	298656	Blattabacterium sp. (Cryptocercus kyebangensis) (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/226/855/GCA_003226855.1_ASM322685v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/226/855/GCF_003226855.1_ASM322685v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/226/855/GCF_003226855.1_ASM322685v1/GCF_003226855.1_ASM322685v1_assembly_report.txt
GCF_003226835.1	164514	164514	Blattabacterium punctulatus (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/226/835/GCA_003226835.1_ASM322683v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/226/835/GCF_003226835.1_ASM322683v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/226/835/GCF_003226835.1_ASM322683v1/GCF_003226835.1_ASM322683v1_assembly_report.txt
GCF_003226815.1	164514	164514	Blattabacterium punctulatus (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/226/815/GCA_003226815.1_ASM322681v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/226/815/GCF_003226815.1_ASM322681v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/226/815/GCF_003226815.1_ASM322681v1/GCF_003226815.1_ASM322681v1_assembly_report.txt
GCF_003226795.1	164514	164514	Blattabacterium punctulatus (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/226/795/GCA_003226795.1_ASM322679v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/226/795/GCF_003226795.1_ASM322679v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/226/795/GCF_003226795.1_ASM322679v1/GCF_003226795.1_ASM322679v1_assembly_report.txt
GCF_003226775.1	164514	164514	Blattabacterium punctulatus (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/226/775/GCA_003226775.1_ASM322677v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/226/775/GCF_003226775.1_ASM322677v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/226/775/GCF_003226775.1_ASM322677v1/GCF_003226775.1_ASM322677v1_assembly_report.txt
GCF_003226755.1	164514	164514	Blattabacterium punctulatus (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/226/755/GCA_003226755.1_ASM322675v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/226/755/GCF_003226755.1_ASM322675v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/226/755/GCF_003226755.1_ASM322675v1/GCF_003226755.1_ASM322675v1_assembly_report.txt
GCF_003226735.1	164514	164514	Blattabacterium punctulatus (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/226/735/GCA_003226735.1_ASM322673v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/226/735/GCF_003226735.1_ASM322673v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/226/735/GCF_003226735.1_ASM322673v1/GCF_003226735.1_ASM322673v1_assembly_report.txt
GCF_003226715.1	164514	164514	Blattabacterium punctulatus (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/226/715/GCA_003226715.1_ASM322671v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/226/715/GCF_003226715.1_ASM322671v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/226/715/GCF_003226715.1_ASM322671v1/GCF_003226715.1_ASM322671v1_assembly_report.txt
GCF_003226695.1	164514	164514	Blattabacterium punctulatus (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/226/695/GCA_003226695.1_ASM322669v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/226/695/GCF_003226695.1_ASM322669v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/226/695/GCF_003226695.1_ASM322669v1/GCF_003226695.1_ASM322669v1_assembly_report.txt
GCF_003215515.1	336810	336810	Candidatus Sulcia muelleri (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/215/515/GCA_003215515.1_ASM321551v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/215/515/GCF_003215515.1_ASM321551v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/215/515/GCF_003215515.1_ASM321551v1/GCF_003215515.1_ASM321551v1_assembly_report.txt
GCF_003215395.1	336810	336810	Candidatus Sulcia muelleri (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/215/395/GCA_003215395.1_ASM321539v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/215/395/GCF_003215395.1_ASM321539v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/215/395/GCF_003215395.1_ASM321539v1/GCF_003215395.1_ASM321539v1_assembly_report.txt
GCF_003215265.1	336810	336810	Candidatus Sulcia muelleri (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/215/265/GCA_003215265.1_ASM321526v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/215/265/GCF_003215265.1_ASM321526v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/215/265/GCF_003215265.1_ASM321526v1/GCF_003215265.1_ASM321526v1_assembly_report.txt
GCF_003215155.1	336810	336810	Candidatus Sulcia muelleri (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/215/155/GCA_003215155.1_ASM321515v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/215/155/GCF_003215155.1_ASM321515v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/215/155/GCF_003215155.1_ASM321515v1/GCF_003215155.1_ASM321515v1_assembly_report.txt
GCF_003215035.1	336810	336810	Candidatus Sulcia muelleri (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/215/035/GCA_003215035.1_ASM321503v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/215/035/GCF_003215035.1_ASM321503v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/215/035/GCF_003215035.1_ASM321503v1/GCF_003215035.1_ASM321503v1_assembly_report.txt
GCF_003214895.1	336810	336810	Candidatus Sulcia muelleri (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/214/895/GCA_003214895.1_ASM321489v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/214/895/GCF_003214895.1_ASM321489v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/214/895/GCF_003214895.1_ASM321489v1/GCF_003214895.1_ASM321489v1_assembly_report.txt
GCF_003214785.1	336810	336810	Candidatus Sulcia muelleri (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/214/785/GCA_003214785.1_ASM321478v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/214/785/GCF_003214785.1_ASM321478v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/214/785/GCF_003214785.1_ASM321478v1/GCF_003214785.1_ASM321478v1_assembly_report.txt
GCF_003214655.1	336810	336810	Candidatus Sulcia muelleri (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/214/655/GCA_003214655.1_ASM321465v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/214/655/GCF_003214655.1_ASM321465v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/214/655/GCF_003214655.1_ASM321465v1/GCF_003214655.1_ASM321465v1_assembly_report.txt
GCF_003214575.1	336810	336810	Candidatus Sulcia muelleri (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/214/575/GCA_003214575.1_ASM321457v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/214/575/GCF_003214575.1_ASM321457v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/214/575/GCF_003214575.1_ASM321457v1/GCF_003214575.1_ASM321457v1_assembly_report.txt
GCF_003214495.1	336810	336810	Candidatus Sulcia muelleri (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/214/495/GCA_003214495.1_ASM321449v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/214/495/GCF_003214495.1_ASM321449v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/214/495/GCF_003214495.1_ASM321449v1/GCF_003214495.1_ASM321449v1_assembly_report.txt
GCF_003214365.1	336810	336810	Candidatus Sulcia muelleri (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/214/365/GCA_003214365.1_ASM321436v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/214/365/GCF_003214365.1_ASM321436v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/214/365/GCF_003214365.1_ASM321436v1/GCF_003214365.1_ASM321436v1_assembly_report.txt
GCF_003214255.1	336810	336810	Candidatus Sulcia muelleri (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/214/255/GCA_003214255.1_ASM321425v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/214/255/GCF_003214255.1_ASM321425v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/214/255/GCF_003214255.1_ASM321425v1/GCF_003214255.1_ASM321425v1_assembly_report.txt
GCF_003214135.1	336810	336810	Candidatus Sulcia muelleri (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/214/135/GCA_003214135.1_ASM321413v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/214/135/GCF_003214135.1_ASM321413v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/214/135/GCF_003214135.1_ASM321413v1/GCF_003214135.1_ASM321413v1_assembly_report.txt
GCF_003214015.1	336810	336810	Candidatus Sulcia muelleri (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/214/015/GCA_003214015.1_ASM321401v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/214/015/GCF_003214015.1_ASM321401v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/214/015/GCF_003214015.1_ASM321401v1/GCF_003214015.1_ASM321401v1_assembly_report.txt
GCF_003213895.1	336810	336810	Candidatus Sulcia muelleri (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/213/895/GCA_003213895.1_ASM321389v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/213/895/GCF_003213895.1_ASM321389v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/213/895/GCF_003213895.1_ASM321389v1/GCF_003213895.1_ASM321389v1_assembly_report.txt
GCF_003213775.1	336810	336810	Candidatus Sulcia muelleri (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/213/775/GCA_003213775.1_ASM321377v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/213/775/GCF_003213775.1_ASM321377v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/213/775/GCF_003213775.1_ASM321377v1/GCF_003213775.1_ASM321377v1_assembly_report.txt
GCF_003213655.1	336810	336810	Candidatus Sulcia muelleri (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/213/655/GCA_003213655.1_ASM321365v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/213/655/GCF_003213655.1_ASM321365v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/213/655/GCF_003213655.1_ASM321365v1/GCF_003213655.1_ASM321365v1_assembly_report.txt
GCF_003213565.1	336810	336810	Candidatus Sulcia muelleri (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/213/565/GCA_003213565.1_ASM321356v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/213/565/GCF_003213565.1_ASM321356v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/213/565/GCF_003213565.1_ASM321356v1/GCF_003213565.1_ASM321356v1_assembly_report.txt
GCF_003213475.1	336810	336810	Candidatus Sulcia muelleri (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/213/475/GCA_003213475.1_ASM321347v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/213/475/GCF_003213475.1_ASM321347v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/213/475/GCF_003213475.1_ASM321347v1/GCF_003213475.1_ASM321347v1_assembly_report.txt
GCF_003213395.1	336810	336810	Candidatus Sulcia muelleri (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/213/395/GCA_003213395.1_ASM321339v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/213/395/GCF_003213395.1_ASM321339v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/213/395/GCF_003213395.1_ASM321339v1/GCF_003213395.1_ASM321339v1_assembly_report.txt
GCF_003176915.1	247481	247481	Candidatus Cardinium hertigii (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/176/915/GCA_003176915.1_ASM317691v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/176/915/GCF_003176915.1_ASM317691v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/176/915/GCF_003176915.1_ASM317691v1/GCF_003176915.1_ASM317691v1_assembly_report.txt
GCF_900130145.1	96345	96345	Flavobacterium psychrophilum (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/130/145/GCA_900130145.1_FpsyOSU-THCO2-90	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/130/145/GCF_900130145.1_FpsyOSU-THCO2-90	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/130/145/GCF_900130145.1_FpsyOSU-THCO2-90/GCF_900130145.1_FpsyOSU-THCO2-90_assembly_report.txt
GCF_003149515.1	1850093	1850093	Hymenobacter nivis (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/149/515/GCA_003149515.1_ASM314951v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/149/515/GCF_003149515.1_ASM314951v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/149/515/GCF_003149515.1_ASM314951v1/GCF_003149515.1_ASM314951v1_assembly_report.txt
GCF_003148385.1	2201181	2201181	Flavobacterium sediminis (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/148/385/GCA_003148385.1_ASM314838v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/148/385/GCF_003148385.1_ASM314838v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/148/385/GCF_003148385.1_ASM314838v1/GCF_003148385.1_ASM314838v1_assembly_report.txt
GCF_003143535.1	2516557	2516557	Aquirufa nivalisilvae (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/143/535/GCA_003143535.1_ASM314353v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/143/535/GCF_003143535.1_ASM314353v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/143/535/GCF_003143535.1_ASM314353v1/GCF_003143535.1_ASM314353v1_assembly_report.txt
GCF_001717525.2	712710	712710	Tannerella serpentiformis (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/717/525/GCA_001717525.2_ASM171752v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/717/525/GCF_001717525.2_ASM171752v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/717/525/GCF_001717525.2_ASM171752v2/GCF_001717525.2_ASM171752v2_assembly_report.txt
GCF_003122385.1	2183896	2183896	Flavobacterium crocinum (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/122/385/GCA_003122385.1_ASM312238v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/122/385/GCF_003122385.1_ASM312238v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/122/385/GCF_003122385.1_ASM312238v1/GCF_003122385.1_ASM312238v1_assembly_report.txt
GCF_003097535.1	2172098	2172098	Flavobacterium pallidum (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/097/535/GCA_003097535.1_ASM309753v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/097/535/GCF_003097535.1_ASM309753v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/097/535/GCF_003097535.1_ASM309753v1/GCF_003097535.1_ASM309753v1_assembly_report.txt
GCF_003096035.1	2175091	2175091	Flavobacterium album (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/096/035/GCA_003096035.1_ASM309603v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/096/035/GCF_003096035.1_ASM309603v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/096/035/GCF_003096035.1_ASM309603v1/GCF_003096035.1_ASM309603v1_assembly_report.txt
